time,total_energy_consumed,average_remaining_energy,alive_nodes,active_sensors,dead_nodes,generated_packets,delivered_packets,lost_packets,packet_delivery_ratio,average_delay,communication_overhead,parent_changes,current_packet_id,current_source_sensor_id,current_temperature,selected_route_path,last_packet_status
196.0,21.871376167898298,1.314780132141438,29,28,1,1200,191,1009,0.15916666666666668,47.538493177817955,1653,3,,,,,
197.0,21.871376167898298,1.314780132141438,29,28,1,1200,191,1009,0.15916666666666668,47.538493177817955,1653,3,,,,,
198.0,21.871376167898298,1.314780132141438,29,28,1,1200,191,1009,0.15916666666666668,47.538493177817955,1653,3,,,,,
199.0,21.871376167898298,1.314780132141438,29,28,1,1200,191,1009,0.15916666666666668,47.538493177817955,1653,3,,,,,
200.0,22.424674819152123,1.2957008683050992,29,28,1,1229,194,1035,0.15785191212367777,48.2159297609359,1694,4,RPL-01229,30,25.825719118539507,30 -> 18,lost
201.0,22.424674819152123,1.2957008683050992,29,28,1,1229,194,1035,0.15785191212367777,48.2159297609359,1694,4,,,,,
202.0,22.424674819152123,1.2957008683050992,29,28,1,1229,194,1035,0.15785191212367777,48.2159297609359,1694,4,,,,,
203.0,22.424674819152123,1.2957008683050992,29,28,1,1229,194,1035,0.15785191212367777,48.2159297609359,1694,4,,,,,
204.0,22.424674819152123,1.2957008683050992,29,28,1,1229,194,1035,0.15785191212367777,48.2159297609359,1694,4,,,,,
205.0,23.01012051531385,1.2755130856788328,29,28,1,1258,199,1059,0.15818759936406995,49.35217318223753,1738,4,RPL-01258,30,22.61304006433296,30 -> 18 -> 0,lost
206.0,23.01012051531385,1.2755130856788328,29,28,1,1258,199,1059,0.15818759936406995,49.35217318223753,1738,4,,,,,
207.0,23.01012051531385,1.2755130856788328,29,28,1,1258,199,1059,0.15818759936406995,49.35217318223753,1738,4,,,,,
208.0,23.01012051531385,1.2755130856788328,29,28,1,1258,199,1059,0.15818759936406995,49.35217318223753,1738,4,,,,,
209.0,23.01012051531385,1.2755130856788328,29,28,1,1258,199,1059,0.15818759936406995,49.35217318223753,1738,4,,,,,
210.0,23.564553409652497,1.2563947100119828,29,28,1,1287,204,1083,0.1585081585081585,50.5430694894621,1779,4,RPL-01287,30,34.136633871529455,30 -> 18,lost
