packet_id,protocol,source_sensor_id,temperature,generation_time,hop_number,current_node,selected_parent,link_quality,queue_load,energy_before,energy_after,hop_delay,packet_status
RPL-00611,Traditional RPL,11,27.46285,100.00000,2,8,0,0.05000,336.00000,1.06286,1.05426,52.37000,lost
RPL-00612,Traditional RPL,12,32.01722,100.00000,1,12,26,0.05000,18.00000,1.85502,1.84777,4.67000,forwarded
RPL-00612,Traditional RPL,12,32.01722,100.00000,2,26,0,0.05000,337.00000,0.76964,0.75603,52.52000,lost
RPL-00613,Traditional RPL,13,29.03680,100.00000,1,13,25,0.05000,37.00000,1.36386,1.35006,7.52000,forwarded
RPL-00613,Traditional RPL,13,29.03680,100.00000,2,25,0,0.05000,338.00000,1.02827,1.01888,52.67000,lost
RPL-00614,Traditional RPL,14,24.81817,100.00000,1,14,26,0.05000,19.00000,1.74285,1.72999,4.82000,lost
RPL-00615,Traditional RPL,15,29.91379,100.00000,1,15,8,0.05000,37.00000,1.80448,1.79471,7.52000,lost
RPL-00616,Traditional RPL,16,29.03932,100.00000,1,16,8,0.05000,38.00000,1.78310,1.77226,7.67000,lost
RPL-00617,Traditional RPL,17,30.34647,100.00000,1,17,,,,2.00000,2.00000,0.00000,failed_no_parent
RPL-00618,Traditional RPL,18,25.27320,100.00000,1,18,0,0.05000,339.00000,1.09775,1.08961,52.82000,lost
RPL-00619,Traditional RPL,19,33.05056,100.00000,1,19,8,0.05000,39.00000,1.81084,1.80138,7.82000,lost
RPL-00620,Traditional RPL,20,34.97226,100.00000,1,20,8,0.05000,40.00000,1.80002,1.79003,7.97000,lost
RPL-00621,Traditional RPL,21,34.70041,100.00000,1,21,25,0.05000,38.00000,1.72088,1.70693,7.67000,forwarded
RPL-00621,Traditional RPL,21,34.70041,100.00000,2,25,0,0.05000,340.00000,1.01488,1.00548,52.97000,lost
RPL-00622,Traditional RPL,22,29.56269,100.00000,1,22,0,0.05000,341.00000,1.70536,1.69063,53.12000,lost
RPL-00623,Traditional RPL,23,32.01644,100.00000,1,23,6,0.66859,1.00000,1.73779,1.72468,1.50141,forwarded
RPL-00623,Traditional RPL,23,32.01644,100.00000,2,6,0,0.05000,342.00000,1.14221,1.13004,53.27000,delivered
RPL-00624,Traditional RPL,24,22.14169,100.00000,1,24,6,0.61859,2.00000,1.77440,1.76312,1.70141,forwarded
RPL-00624,Traditional RPL,24,22.14169,100.00000,2,6,0,0.05000,343.00000,1.12604,1.11386,53.42000,delivered
RPL-00625,Traditional RPL,25,20.52198,100.00000,1,25,0,0.05000,344.00000,1.00548,0.99609,53.57000,lost
RPL-00626,Traditional RPL,26,31.67773,100.00000,1,26,0,0.05000,345.00000,0.75203,0.73842,53.72000,lost
RPL-00627,Traditional RPL,27,25.74282,100.00000,1,27,29,0.54919,1.00000,1.79175,1.78134,1.62081,forwarded
RPL-00627,Traditional RPL,27,25.74282,100.00000,2,29,18,0.21786,13.00000,1.48915,1.47729,3.75214,forwarded
RPL-00627,Traditional RPL,27,25.74282,100.00000,3,18,0,0.05000,346.00000,1.08561,1.07747,53.87000,lost
RPL-00628,Traditional RPL,28,34.23235,100.00000,1,28,0,0.05000,347.00000,1.81582,1.80661,54.02000,lost
RPL-00629,Traditional RPL,29,31.44627,100.00000,1,29,18,0.16786,14.00000,1.47729,1.46543,3.95214,forwarded
RPL-00629,Traditional RPL,29,31.44627,100.00000,2,18,0,0.05000,348.00000,1.07347,1.06533,54.17000,lost
RPL-00630,Traditional RPL,30,25.97051,100.00000,1,30,18,0.11786,15.00000,1.76065,1.74868,4.15214,forwarded
RPL-00630,Traditional RPL,30,25.97051,100.00000,2,18,0,0.05000,349.00000,1.06133,1.05319,54.32000,lost
RPL-00631,Traditional RPL,1,21.70173,105.00000,1,1,25,0.05000,35.75000,1.31976,1.30522,7.33250,lost
RPL-00632,Traditional RPL,2,27.48566,105.00000,1,2,18,0.23036,12.75000,1.69002,1.67526,3.70214,lost
RPL-00633,Traditional RPL,3,28.42509,105.00000,1,3,0,0.05000,346.75000,1.73349,1.72080,53.98250,lost
RPL-00634,Traditional RPL,4,23.90435,105.00000,1,4,13,0.46446,1.00000,1.76172,1.75037,1.70554,forwarded
RPL-00634,Traditional RPL,4,23.90435,105.00000,2,13,25,0.05000,36.75000,1.34606,1.33225,7.48250,forwarded
RPL-00634,Traditional RPL,4,23.90435,105.00000,3,25,0,0.05000,347.75000,0.98809,0.97869,54.13250,lost
RPL-00635,Traditional RPL,5,33.74718,105.00000,1,5,26,0.05000,16.75000,1.80504,1.79575,4.48250,lost
RPL-00636,Traditional RPL,6,21.83956,105.00000,1,6,0,0.05000,348.75000,1.11386,1.10169,54.28250,delivered
RPL-00637,Traditional RPL,7,26.78064,105.00000,1,7,26,0.05000,17.75000,1.69089,1.67617,4.63250,forwarded
RPL-00637,Traditional RPL,7,26.78064,105.00000,2,26,0,0.05000,349.75000,0.73042,0.71680,54.43250,lost
RPL-00638,Traditional RPL,8,21.31686,105.00000,1,8,0,0.05000,350.75000,1.03826,1.02966,54.58250,lost
RPL-00639,Traditional RPL,9,32.68282,105.00000,1,9,0,0.05000,351.75000,1.73489,1.72227,54.73250,lost
RPL-00640,Traditional RPL,10,25.21138,105.00000,1,10,1,0.45497,1.00000,1.81289,1.80398,1.71503,lost
RPL-00641,Traditional RPL,11,28.13257,105.00000,1,11,8,0.05000,37.75000,1.78747,1.77735,7.63250,forwarded
RPL-00641,Traditional RPL,11,28.13257,105.00000,2,8,0,0.05000,352.75000,1.02566,1.01706,54.88250,delivered
RPL-00642,Traditional RPL,12,30.67714,105.00000,1,12,26,0.05000,18.75000,1.84777,1.84052,4.78250,forwarded
RPL-00642,Traditional RPL,12,30.67714,105.00000,2,26,0,0.05000,353.75000,0.71280,0.69919,55.03250,lost
RPL-00643,Traditional RPL,13,31.90545,105.00000,1,13,25,0.05000,37.75000,1.33225,1.31845,7.63250,lost
RPL-00644,Traditional RPL,14,21.82044,105.00000,1,14,26,0.05000,19.75000,1.72999,1.71714,4.93250,lost
RPL-00645,Traditional RPL,15,22.08315,105.00000,1,15,8,0.05000,38.75000,1.79471,1.78493,7.78250,forwarded
RPL-00645,Traditional RPL,15,22.08315,105.00000,2,8,0,0.05000,354.75000,1.01306,1.00446,55.18250,lost
RPL-00646,Traditional RPL,16,28.31032,105.00000,1,16,8,0.05000,39.75000,1.77226,1.76142,7.93250,lost
RPL-00647,Traditional RPL,17,32.05493,105.00000,1,17,,,,2.00000,2.00000,0.00000,failed_no_parent
RPL-00648,Traditional RPL,18,28.27470,105.00000,1,18,0,0.05000,355.75000,1.04919,1.04105,55.33250,lost
RPL-00649,Traditional RPL,19,21.29323,105.00000,1,19,8,0.05000,40.75000,1.80138,1.79192,8.08250,lost
RPL-00650,Traditional RPL,20,34.99393,105.00000,1,20,8,0.05000,41.75000,1.79003,1.78003,8.23250,lost
RPL-00651,Traditional RPL,21,27.88543,105.00000,1,21,25,0.05000,38.75000,1.70693,1.69297,7.78250,forwarded
RPL-00651,Traditional RPL,21,27.88543,105.00000,2,25,0,0.05000,356.75000,0.97069,0.96129,55.48250,delivered
RPL-00652,Traditional RPL,22,21.10626,105.00000,1,22,0,0.05000,357.75000,1.69063,1.67590,55.63250,delivered
RPL-00653,Traditional RPL,23,29.63508,105.00000,1,23,6,0.66859,1.00000,1.72468,1.71157,1.50141,forwarded
RPL-00653,Traditional RPL,23,29.63508,105.00000,2,6,0,0.05000,358.75000,1.09769,1.08552,55.78250,lost
RPL-00654,Traditional RPL,24,25.16772,105.00000,1,24,6,0.61859,2.00000,1.76312,1.75184,1.70141,forwarded
RPL-00654,Traditional RPL,24,25.16772,105.00000,2,6,0,0.05000,359.75000,1.08152,1.06935,55.93250,delivered
RPL-00655,Traditional RPL,25,29.59691,105.00000,1,25,0,0.05000,360.75000,0.96129,0.95190,56.08250,lost
RPL-00656,Traditional RPL,26,34.49397,105.00000,1,26,0,0.05000,361.75000,0.69519,0.68158,56.23250,lost
RPL-00657,Traditional RPL,27,33.66068,105.00000,1,27,29,0.54919,1.00000,1.78134,1.77093,1.62081,lost
RPL-00658,Traditional RPL,28,21.86242,105.00000,1,28,0,0.05000,362.75000,1.80661,1.79740,56.38250,lost
RPL-00659,Traditional RPL,29,22.46986,105.00000,1,29,18,0.18036,13.75000,1.46143,1.44958,3.90214,lost
RPL-00660,Traditional RPL,30,30.63998,105.00000,1,30,18,0.13036,14.75000,1.74868,1.73671,4.10214,lost
RPL-00661,Traditional RPL,1,34.11356,110.00000,1,1,25,0.05000,36.50000,1.30122,1.28668,7.44500,forwarded
RPL-00661,Traditional RPL,1,34.11356,110.00000,2,25,0,0.05000,360.50000,0.94790,0.93850,56.04500,delivered
RPL-00662,Traditional RPL,2,23.75908,110.00000,1,2,18,0.24286,12.50000,1.67526,1.66049,3.65214,forwarded
RPL-00662,Traditional RPL,2,23.75908,110.00000,2,18,0,0.05000,361.50000,1.02905,1.02091,56.19500,lost
RPL-00663,Traditional RPL,3,21.87755,110.00000,1,3,0,0.05000,362.50000,1.72080,1.70811,56.34500,lost
RPL-00664,Traditional RPL,4,28.00217,110.00000,1,4,13,0.46446,1.00000,1.75037,1.73903,1.70554,forwarded
RPL-00664,Traditional RPL,4,28.00217,110.00000,2,13,25,0.05000,37.50000,1.31445,1.30065,7.59500,lost
RPL-00665,Traditional RPL,5,34.12410,110.00000,1,5,26,0.05000,17.50000,1.79575,1.78647,4.59500,lost
RPL-00666,Traditional RPL,6,29.88099,110.00000,1,6,0,0.05000,363.50000,1.06935,1.05718,56.49500,lost
RPL-00667,Traditional RPL,7,29.07708,110.00000,1,7,26,0.05000,18.50000,1.67617,1.66145,4.74500,forwarded
RPL-00667,Traditional RPL,7,29.07708,110.00000,2,26,0,0.05000,364.50000,0.67358,0.65997,56.64500,lost
RPL-00668,Traditional RPL,8,32.37854,110.00000,1,8,0,0.05000,365.50000,0.99246,0.98387,56.79500,lost
RPL-00669,Traditional RPL,9,20.68193,110.00000,1,9,0,0.05000,366.50000,1.72227,1.70964,56.94500,lost
RPL-00670,Traditional RPL,10,28.65157,110.00000,1,10,1,0.45497,1.00000,1.80398,1.79507,1.71503,forwarded
RPL-00670,Traditional RPL,10,28.65157,110.00000,2,1,25,0.05000,38.50000,1.28268,1.26814,7.74500,forwarded
RPL-00670,Traditional RPL,10,28.65157,110.00000,3,25,0,0.05000,367.50000,0.93050,0.92111,57.09500,lost
RPL-00671,Traditional RPL,11,29.58487,110.00000,1,11,8,0.05000,39.50000,1.77735,1.76722,7.89500,lost
RPL-00672,Traditional RPL,12,29.40746,110.00000,1,12,26,0.05000,19.50000,1.84052,1.83327,4.89500,lost
RPL-00673,Traditional RPL,13,34.34975,110.00000,1,13,25,0.05000,39.50000,1.30065,1.28684,7.89500,lost
RPL-00674,Traditional RPL,14,32.07032,110.00000,1,14,26,0.05000,20.50000,1.71714,1.70428,5.04500,lost
RPL-00675,Traditional RPL,15,24.46151,110.00000,1,15,8,0.05000,40.50000,1.78493,1.77516,8.04500,lost
RPL-00676,Traditional RPL,16,20.89870,110.00000,1,16,8,0.05000,41.50000,1.76142,1.75057,8.19500,lost
RPL-00677,Traditional RPL,17,27.26377,110.00000,1,17,,,,2.00000,2.00000,0.00000,failed_no_parent
RPL-00678,Traditional RPL,18,23.06035,110.00000,1,18,0,0.05000,368.50000,1.02091,1.01277,57.24500,lost
RPL-00679,Traditional RPL,19,24.68874,110.00000,1,19,8,0.05000,42.50000,1.79192,1.78246,8.34500,lost
RPL-00680,Traditional RPL,20,31.01300,110.00000,1,20,8,0.05000,43.50000,1.78003,1.77003,8.49500,forwarded
RPL-00680,Traditional RPL,20,31.01300,110.00000,2,8,0,0.05000,369.50000,0.96387,0.95527,57.39500,delivered
RPL-00681,Traditional RPL,21,21.96149,110.00000,1,21,25,0.05000,40.50000,1.69297,1.67902,8.04500,lost
RPL-00682,Traditional RPL,22,28.42477,110.00000,1,22,0,0.05000,370.50000,1.67590,1.66116,57.54500,lost
RPL-00683,Traditional RPL,23,26.99709,110.00000,1,23,6,0.66859,1.00000,1.71157,1.69845,1.50141,forwarded
RPL-00683,Traditional RPL,23,26.99709,110.00000,2,6,0,0.05000,371.50000,1.05318,1.04100,57.69500,lost
RPL-00684,Traditional RPL,24,21.45217,110.00000,1,24,6,0.61859,2.00000,1.75184,1.74056,1.70141,forwarded
RPL-00684,Traditional RPL,24,21.45217,110.00000,2,6,0,0.05000,372.50000,1.03700,1.02483,57.84500,lost
RPL-00685,Traditional RPL,25,29.23066,110.00000,1,25,0,0.05000,373.50000,0.91311,0.90371,57.99500,lost
RPL-00686,Traditional RPL,26,32.97961,110.00000,1,26,0,0.05000,374.50000,0.65197,0.63836,58.14500,lost
RPL-00687,Traditional RPL,27,24.91154,110.00000,1,27,29,0.54919,1.00000,1.77093,1.76051,1.62081,forwarded
RPL-00687,Traditional RPL,27,24.91154,110.00000,2,29,18,0.19286,13.50000,1.44558,1.43372,3.85214,lost
RPL-00688,Traditional RPL,28,31.44682,110.00000,1,28,0,0.05000,375.50000,1.79740,1.78819,58.29500,lost
RPL-00689,Traditional RPL,29,27.72087,110.00000,1,29,18,0.14286,14.50000,1.43372,1.42186,4.05214,lost
RPL-00690,Traditional RPL,30,24.62811,110.00000,1,30,18,0.09286,15.50000,1.73671,1.72474,4.25214,lost
RPL-00691,Traditional RPL,1,34.17849,115.00000,1,1,25,0.05000,38.25000,1.26814,1.25359,7.70750,lost
RPL-00692,Traditional RPL,2,34.50030,115.00000,1,2,18,0.20536,13.25000,1.66049,1.64573,3.80214,lost
RPL-00693,Traditional RPL,3,25.29343,115.00000,1,3,0,0.05000,373.25000,1.70811,1.69542,57.95750,lost
RPL-00694,Traditional RPL,4,27.42341,115.00000,1,4,13,0.46446,1.00000,1.73903,1.72768,1.70554,forwarded
RPL-00694,Traditional RPL,4,27.42341,115.00000,2,13,25,0.05000,39.25000,1.28284,1.26904,7.85750,lost
RPL-00695,Traditional RPL,5,27.05880,115.00000,1,5,26,0.05000,18.25000,1.78647,1.77719,4.70750,lost
RPL-00696,Traditional RPL,6,32.70759,115.00000,1,6,0,0.05000,374.25000,1.02483,1.01266,58.10750,lost
RPL-00697,Traditional RPL,7,33.23684,115.00000,1,7,26,0.05000,19.25000,1.66145,1.64673,4.85750,forwarded
RPL-00697,Traditional RPL,7,33.23684,115.00000,2,26,0,0.05000,375.25000,0.63036,0.61675,58.25750,delivered
RPL-00698,Traditional RPL,8,25.48906,115.00000,1,8,0,0.05000,376.25000,0.95527,0.94667,58.40750,lost
RPL-00699,Traditional RPL,9,28.55422,115.00000,1,9,0,0.05000,377.25000,1.70964,1.69702,58.55750,lost
RPL-00700,Traditional RPL,10,28.29834,115.00000,1,10,1,0.45497,1.00000,1.79507,1.78616,1.71503,lost
RPL-00701,Traditional RPL,11,27.56383,115.00000,1,11,8,0.05000,41.25000,1.76722,1.75710,8.15750,forwarded
RPL-00701,Traditional RPL,11,27.56383,115.00000,2,8,0,0.05000,378.25000,0.94267,0.93407,58.70750,lost
RPL-00702,Traditional RPL,12,34.83636,115.00000,1,12,26,0.05000,20.25000,1.83327,1.82602,5.00750,lost
RPL-00703,Traditional RPL,13,21.78217,115.00000,1,13,25,0.05000,40.25000,1.26904,1.25524,8.00750,forwarded
RPL-00703,Traditional RPL,13,21.78217,115.00000,2,25,0,0.05000,379.25000,0.89171,0.88232,58.85750,lost
RPL-00704,Traditional RPL,14,31.92346,115.00000,1,14,26,0.05000,21.25000,1.70428,1.69142,5.15750,lost
RPL-00705,Traditional RPL,15,34.08423,115.00000,1,15,8,0.05000,42.25000,1.77516,1.76538,8.30750,forwarded
RPL-00705,Traditional RPL,15,34.08423,115.00000,2,8,0,0.05000,380.25000,0.93007,0.92147,59.00750,lost
RPL-00706,Traditional RPL,16,27.63684,115.00000,1,16,8,0.05000,43.25000,1.75057,1.73973,8.45750,lost
RPL-00707,Traditional RPL,17,20.67955,115.00000,1,17,,,,2.00000,2.00000,0.00000,failed_no_parent
RPL-00708,Traditional RPL,18,22.05555,115.00000,1,18,0,0.05000,381.25000,0.99677,0.98863,59.15750,lost
RPL-00709,Traditional RPL,19,27.10616,115.00000,1,19,8,0.05000,44.25000,1.78246,1.77300,8.60750,lost
RPL-00710,Traditional RPL,20,29.09391,115.00000,1,20,8,0.05000,45.25000,1.77003,1.76003,8.75750,lost
RPL-00711,Traditional RPL,21,24.91949,115.00000,1,21,25,0.05000,41.25000,1.67902,1.66506,8.15750,lost
RPL-00712,Traditional RPL,22,22.43753,115.00000,1,22,0,0.05000,382.25000,1.66116,1.64643,59.30750,delivered
RPL-00713,Traditional RPL,23,31.08979,115.00000,1,23,6,0.66859,1.00000,1.69845,1.68534,1.50141,forwarded
RPL-00713,Traditional RPL,23,31.08979,115.00000,2,6,0,0.05000,383.25000,1.00866,0.99649,59.45750,lost
RPL-00714,Traditional RPL,24,32.42434,115.00000,1,24,6,0.61859,2.00000,1.74056,1.72927,1.70141,forwarded
RPL-00714,Traditional RPL,24,32.42434,115.00000,2,6,0,0.05000,384.25000,0.99249,0.98032,59.60750,lost
RPL-00715,Traditional RPL,25,24.49686,115.00000,1,25,0,0.05000,385.25000,0.87832,0.86892,59.75750,delivered
RPL-00716,Traditional RPL,26,25.52537,115.00000,1,26,0,0.05000,386.25000,0.60875,0.59513,59.90750,lost
RPL-00717,Traditional RPL,27,34.69847,115.00000,1,27,29,0.54919,1.00000,1.76051,1.75010,1.62081,forwarded
RPL-00717,Traditional RPL,27,34.69847,115.00000,2,29,18,0.15536,14.25000,1.41786,1.40601,4.00214,forwarded
RPL-00717,Traditional RPL,27,34.69847,115.00000,3,18,0,0.05000,387.25000,0.98463,0.97649,60.05750,lost
RPL-00718,Traditional RPL,28,30.32065,115.00000,1,28,0,0.05000,388.25000,1.78819,1.77899,60.20750,lost
RPL-00719,Traditional RPL,29,27.11885,115.00000,1,29,18,0.10536,15.25000,1.40601,1.39415,4.20214,forwarded
RPL-00719,Traditional RPL,29,27.11885,115.00000,2,18,0,0.05000,389.25000,0.97249,0.96435,60.35750,delivered
RPL-00720,Traditional RPL,30,31.64243,115.00000,1,30,18,0.05536,16.25000,1.72474,1.71278,4.40214,lost
RPL-00721,Traditional RPL,1,30.82100,120.00000,1,1,25,0.05000,39.00000,1.24959,1.23505,7.82000,lost
RPL-00722,Traditional RPL,2,22.55768,120.00000,1,2,18,0.16786,14.00000,1.64573,1.63097,3.95214,forwarded
RPL-00722,Traditional RPL,2,22.55768,120.00000,2,18,0,0.05000,387.00000,0.95635,0.94821,60.02000,lost
RPL-00723,Traditional RPL,3,32.61751,120.00000,1,3,0,0.05000,388.00000,1.69542,1.68273,60.17000,lost
RPL-00724,Traditional RPL,4,30.21090,120.00000,1,4,13,0.46446,1.00000,1.72768,1.71633,1.70554,lost
RPL-00725,Traditional RPL,5,34.22308,120.00000,1,5,26,0.05000,19.00000,1.77719,1.76790,4.82000,lost
RPL-00726,Traditional RPL,6,20.28406,120.00000,1,6,0,0.05000,389.00000,0.98032,0.96815,60.32000,lost
RPL-00727,Traditional RPL,7,22.27147,120.00000,1,7,26,0.05000,20.00000,1.64673,1.63201,4.97000,lost
RPL-00728,Traditional RPL,8,26.15566,120.00000,1,8,0,0.05000,390.00000,0.90947,0.90087,60.47000,delivered
RPL-00729,Traditional RPL,9,33.80781,120.00000,1,9,0,0.05000,391.00000,1.69702,1.68439,60.62000,delivered
RPL-00730,Traditional RPL,10,31.03756,120.00000,1,10,1,0.45497,1.00000,1.78616,1.77725,1.71503,lost
RPL-00731,Traditional RPL,11,22.07124,120.00000,1,11,8,0.05000,43.00000,1.75710,1.74698,8.42000,lost
RPL-00732,Traditional RPL,12,24.87574,120.00000,1,12,26,0.05000,21.00000,1.82602,1.81877,5.12000,lost
RPL-00733,Traditional RPL,13,27.88216,120.00000,1,13,25,0.05000,40.00000,1.25124,1.23743,7.97000,lost
RPL-00734,Traditional RPL,14,22.59774,120.00000,1,14,26,0.05000,22.00000,1.69142,1.67856,5.27000,forwarded
RPL-00734,Traditional RPL,14,22.59774,120.00000,2,26,0,0.05000,392.00000,0.57913,0.56552,60.77000,lost
RPL-00735,Traditional RPL,15,25.31430,120.00000,1,15,8,0.05000,44.00000,1.76538,1.75560,8.57000,forwarded
RPL-00735,Traditional RPL,15,25.31430,120.00000,2,8,0,0.05000,393.00000,0.89287,0.88427,60.92000,lost
RPL-00736,Traditional RPL,16,29.64964,120.00000,1,16,8,0.05000,45.00000,1.73973,1.72888,8.72000,lost
RPL-00737,Traditional RPL,17,29.15115,120.00000,1,17,,,,2.00000,2.00000,0.00000,failed_no_parent
RPL-00738,Traditional RPL,18,22.88396,120.00000,1,18,0,0.05000,394.00000,0.94821,0.94007,61.07000,lost
RPL-00739,Traditional RPL,19,28.37130,120.00000,1,19,8,0.05000,46.00000,1.77300,1.76354,8.87000,lost
RPL-00740,Traditional RPL,20,34.59366,120.00000,1,20,8,0.05000,47.00000,1.76003,1.75003,9.02000,lost
RPL-00741,Traditional RPL,21,24.33506,120.00000,1,21,25,0.05000,41.00000,1.66506,1.65110,8.12000,lost
RPL-00742,Traditional RPL,22,30.57482,120.00000,1,22,0,0.05000,395.00000,1.64643,1.63170,61.22000,lost
RPL-00743,Traditional RPL,23,25.23205,120.00000,1,23,6,0.66859,1.00000,1.68534,1.67223,1.50141,forwarded
RPL-00743,Traditional RPL,23,25.23205,120.00000,2,6,0,0.05000,396.00000,0.96415,0.95197,61.37000,delivered
RPL-00744,Traditional RPL,24,24.10186,120.00000,1,24,6,0.61859,2.00000,1.72927,1.71799,1.70141,forwarded
RPL-00744,Traditional RPL,24,24.10186,120.00000,2,6,0,0.05000,397.00000,0.94797,0.93580,61.52000,lost
RPL-00745,Traditional RPL,25,25.69541,120.00000,1,25,0,0.05000,398.00000,0.85692,0.84753,61.67000,delivered
RPL-00746,Traditional RPL,26,32.27566,120.00000,1,26,0,0.05000,399.00000,0.56552,0.55191,61.82000,delivered
RPL-00747,Traditional RPL,27,32.06924,120.00000,1,27,29,0.54919,1.00000,1.75010,1.73969,1.62081,forwarded
RPL-00747,Traditional RPL,27,32.06924,120.00000,2,29,18,0.11786,15.00000,1.39015,1.37829,4.15214,lost
RPL-00748,Traditional RPL,28,30.71212,120.00000,1,28,0,0.05000,400.00000,1.77899,1.76978,61.97000,lost
RPL-00749,Traditional RPL,29,26.63564,120.00000,1,29,18,0.06786,16.00000,1.37829,1.36644,4.35214,lost
RPL-00750,Traditional RPL,30,27.18619,120.00000,1,30,18,0.05000,17.00000,1.71278,1.70081,4.52000,lost
RPL-00751,Traditional RPL,1,28.07867,125.00000,1,1,25,0.05000,38.75000,1.23105,1.21651,7.78250,forwarded
RPL-00751,Traditional RPL,1,28.07867,125.00000,2,25,0,0.05000,397.75000,0.84353,0.83413,61.63250,lost
RPL-00752,Traditional RPL,2,22.05909,125.00000,1,2,18,0.13036,14.75000,1.63097,1.61621,4.10214,forwarded
RPL-00752,Traditional RPL,2,22.05909,125.00000,2,18,0,0.05000,398.75000,0.92407,0.91593,61.78250,lost
RPL-00753,Traditional RPL,3,23.63687,125.00000,1,3,0,0.05000,399.75000,1.68273,1.67004,61.93250,lost
RPL-00754,Traditional RPL,4,27.96562,125.00000,1,4,13,0.46446,1.00000,1.71633,1.70499,1.70554,forwarded
RPL-00754,Traditional RPL,4,27.96562,125.00000,2,13,25,0.05000,39.75000,1.23343,1.21963,7.93250,lost
RPL-00755,Traditional RPL,5,26.19952,125.00000,1,5,26,0.05000,19.75000,1.76790,1.75862,4.93250,forwarded
RPL-00755,Traditional RPL,5,26.19952,125.00000,2,26,0,0.05000,400.75000,0.54791,0.53430,62.08250,lost
RPL-00756,Traditional RPL,6,31.56149,125.00000,1,6,0,0.05000,401.75000,0.93580,0.92363,62.23250,lost
RPL-00757,Traditional RPL,7,28.25529,125.00000,1,7,26,0.05000,20.75000,1.63201,1.61729,5.08250,forwarded
RPL-00757,Traditional RPL,7,28.25529,125.00000,2,26,0,0.05000,402.75000,0.53030,0.51669,62.38250,lost
RPL-00758,Traditional RPL,8,34.02548,125.00000,1,8,0,0.05000,403.75000,0.87227,0.86367,62.53250,delivered
RPL-00759,Traditional RPL,9,27.16173,125.00000,1,9,0,0.05000,404.75000,1.68439,1.67177,62.68250,lost
RPL-00760,Traditional RPL,10,34.45871,125.00000,1,10,1,0.45497,1.00000,1.77725,1.76834,1.71503,forwarded
RPL-00760,Traditional RPL,10,34.45871,125.00000,2,1,25,0.05000,40.75000,1.21251,1.19797,8.08250,lost
RPL-00761,Traditional RPL,11,33.61905,125.00000,1,11,8,0.05000,44.75000,1.74698,1.73686,8.68250,lost
RPL-00762,Traditional RPL,12,28.61200,125.00000,1,12,26,0.05000,21.75000,1.81877,1.81152,5.23250,lost
RPL-00763,Traditional RPL,13,30.84677,125.00000,1,13,25,0.05000,41.75000,1.21963,1.20583,8.23250,forwarded
RPL-00763,Traditional RPL,13,30.84677,125.00000,2,25,0,0.05000,405.75000,0.82213,0.81274,62.83250,delivered
RPL-00764,Traditional RPL,14,22.62597,125.00000,1,14,26,0.05000,22.75000,1.67856,1.66571,5.38250,forwarded
RPL-00764,Traditional RPL,14,22.62597,125.00000,2,26,0,0.05000,406.75000,0.50869,0.49508,62.98250,lost
RPL-00765,Traditional RPL,15,33.79452,125.00000,1,15,8,0.05000,45.75000,1.75560,1.74583,8.83250,forwarded
RPL-00765,Traditional RPL,15,33.79452,125.00000,2,8,0,0.05000,407.75000,0.85567,0.84707,63.13250,lost
RPL-00766,Traditional RPL,16,27.43076,125.00000,1,16,8,0.05000,46.75000,1.72888,1.71804,8.98250,forwarded
RPL-00766,Traditional RPL,16,27.43076,125.00000,2,8,0,0.05000,408.75000,0.84307,0.83447,63.28250,delivered
RPL-00767,Traditional RPL,17,33.89060,125.00000,1,17,,,,2.00000,2.00000,0.00000,failed_no_parent
RPL-00768,Traditional RPL,18,33.15115,125.00000,1,18,0,0.05000,409.75000,0.91593,0.90779,63.43250,lost
RPL-00769,Traditional RPL,19,28.51943,125.00000,1,19,8,0.05000,47.75000,1.76354,1.75409,9.13250,lost
RPL-00770,Traditional RPL,20,34.74491,125.00000,1,20,8,0.05000,48.75000,1.75003,1.74003,9.28250,lost
RPL-00771,Traditional RPL,21,34.83649,125.00000,1,21,25,0.05000,42.75000,1.65110,1.63715,8.38250,lost
RPL-00772,Traditional RPL,22,27.40869,125.00000,1,22,0,0.05000,410.75000,1.63170,1.61697,63.58250,delivered
RPL-00773,Traditional RPL,23,32.76590,125.00000,1,23,6,0.66859,1.00000,1.67223,1.65912,1.50141,forwarded
RPL-00773,Traditional RPL,23,32.76590,125.00000,2,6,0,0.05000,411.75000,0.91963,0.90746,63.73250,lost
RPL-00774,Traditional RPL,24,21.68970,125.00000,1,24,6,0.61859,2.00000,1.71799,1.70671,1.70141,forwarded
RPL-00774,Traditional RPL,24,21.68970,125.00000,2,6,0,0.05000,412.75000,0.90346,0.89129,63.88250,lost
RPL-00775,Traditional RPL,25,23.85897,125.00000,1,25,0,0.05000,413.75000,0.80874,0.79934,64.03250,lost
RPL-00776,Traditional RPL,26,31.04927,125.00000,1,26,0,0.05000,414.75000,0.49508,0.48147,64.18250,delivered
RPL-00777,Traditional RPL,27,28.51672,125.00000,1,27,29,0.54919,1.00000,1.73969,1.72928,1.62081,forwarded
RPL-00777,Traditional RPL,27,28.51672,125.00000,2,29,18,0.08036,15.75000,1.36244,1.35058,4.30214,lost
RPL-00778,Traditional RPL,28,32.84220,125.00000,1,28,0,0.05000,415.75000,1.76978,1.76057,64.33250,delivered
RPL-00779,Traditional RPL,29,32.40485,125.00000,1,29,18,0.05000,16.75000,1.35058,1.33872,4.48250,lost
